year,week,home_team,away_team,winner
2012,9,Oakland Raiders,Tampa Bay Buccaneers,Bucaneers
2012,9,Seattle Seahawks,Minnesota Vikings,Seahawks
2012,9,New York Giants,Pittsburgh Steelers,Steelers
2012,9,Atlanta Falcons,Dallas Cowboys,Falcons
2012,9,New Orleans Saints,Philadelphia Eagles,Saints
2012,10,Jacksonville Jaguars,Indianapolis Colts,Colts
2012,10,New Orleans Saints,Atlanta Falcons,Saints
2012,10,New England Patriots,Buffalo Bills,Patriots
2012,10,Carolina Panthers,Denver Broncos,Broncos
2012,10,Baltimore Ravens,Oakland Raiders,Ravens
2012,10,Cincinnati Bengals,New York Giants,Bengals
2012,10,Miami Dolphins,Tennessee Titans,Titans
2012,10,Tampa Bay Buccaneers,San Diego Chargers,Bucaneers
2012,10,Minnesota Vikings,Detroit Lions,Vikings
2012,10,Seattle Seahawks,New York Jets,Seahawks
2012,10,Philadelphia Eagles,Dallas Cowboys,Cowboys
2012,10,San Francisco 49ers,St. Louis Rams,49ers
2012,10,Chicago Bears,Houston Texans,Texans
2012,10,Pittsburgh Steelers,Kansas City Chiefs,Steelers
2012,11,Buffalo Bills,Miami Dolphins,Bills
2012,11,St. Louis Rams,New York Jets,Jets
2012,11,Detroit Lions,Green Bay Packers,Packers
2012,11,Kansas City Chiefs,Cincinnati Bengals,Bengals
2012,11,Houston Texans,Jacksonville Jaguars,Texans
2012,11,Atlanta Falcons,Arizona Cardinals,Falcons
2012,11,Washington Redskins,Philadelphia Eagles,Redskins
2012,11,Dallas Cowboys,Cleveland Browns,Cowboys
2012,11,Carolina Panthers,Tampa Bay Buccaneers,Bucaneers
2012,11,Oakland Raiders,New Orleans Saints,Saints
2012,11,New England Patriots,Indianapolis Colts,Patriots
2012,11,Denver Broncos,San Diego Chargers,Broncos
2012,11,Pittsburgh Steelers,Baltimore Ravens,Ravens
2012,11,San Francisco 49ers,Chicago Bears,49ers
2012,12,Detroit Lions,Houston Texans,Texans
2012,12,Dallas Cowboys,Washington Redskins,Redskins
2012,12,New York Jets,New England Patriots,Patriots
2012,12,Chicago Bears,Minnesota Vikings,Bears
2012,12,Cleveland Browns,Pittsburgh Steelers,Browns
2012,12,Cincinnati Bengals,Oakland Raiders,Bengals
2012,12,Tampa Bay Buccaneers,Atlanta Falcons,Falcons
2012,12,Indianapolis Colts,Buffalo Bills,Colts
2012,12,Jacksonville Jaguars,Tennessee Titans,Jaguars
2012,12,Miami Dolphins,Seattle Seahawks,Dolphins
2012,12,Kansas City Chiefs,Denver Broncos,Broncos
2012,12,San Diego Chargers,Baltimore Ravens,Ravens
2012,12,Arizona Cardinals,St. Louis Rams,Rams
2012,12,New Orleans Saints,San Francisco 49ers,49ers
2012,12,New York Giants,Green Bay Packers,Giants
2012,12,Philadelphia Eagles,Carolina Panthers,Panthers
2012,13,Atlanta Falcons,New Orleans Saints,Falcons
2012,13,St. Louis Rams,San Francisco 49ers,Rams
2012,13,Buffalo Bills,Jacksonville Jaguars,Bills
2012,13,Green Bay Packers,Minnesota Vikings,Packers
2012,13,Tennessee Titans,Houston Texans,Texans
2012,13,Miami Dolphins,New England Patriots,Patriots
2012,13,Chicago Bears,Seattle Seahawks,Seahawks
2012,13,Kansas City Chiefs,Carolina Panthers,Chiefs
2012,13,Detroit Lions,Indianapolis Colts,Colts
2012,13,New York Jets,Arizona Cardinals,Jets
2012,13,Denver Broncos,Tampa Bay Buccaneers,Broncos
2012,13,Baltimore Ravens,Pittsburgh Steelers,Steelers
2012,13,Oakland Raiders,Cleveland Browns,Browns
2012,13,San Diego Chargers,Cincinnati Bengals,Bengals
2012,13,Dallas Cowboys,Philadelphia Eagles,Cowboys
2012,13,Washington Redskins,New York Giants,Redskins
2012,14,Oakland Raiders,Denver Broncos,Broncos
2012,14,Cleveland Browns,Kansas City Chiefs,Browns
2012,14,Buffalo Bills,St. Louis Rams,Rams
2012,14,Jacksonville Jaguars,New York Jets,Jets
2012,14,Indianapolis Colts,Tennessee Titans,Colts
2012,14,Pittsburgh Steelers,San Diego Chargers,Chargers
2012,14,Tampa Bay Buccaneers,Philadelphia Eagles,Eagles
2012,14,Cincinnati Bengals,Dallas Cowboys,Cowboys
2012,14,Washington Redskins,Baltimore Ravens,Redskins
2012,14,Carolina Panthers,Atlanta Falcons,Panthers
2012,14,Minnesota Vikings,Chicago Bears,Vikings
2012,14,San Francisco 49ers,Miami Dolphins,49ers
2012,14,Seattle Seahawks,Arizona Cardinals,Seahawks
2012,14,New York Giants,New Orleans Saints,Giants
2012,14,Green Bay Packers,Detroit Lions,Packers
2012,14,New England Patriots,Houston Texans,Patriots
2012,15,Philadelphia Eagles,Cincinnati Bengals,Bengals
